canonical_smiles,molecule_chembl_id,standard_value,value
CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2CCOCC2)C3=O)C[C@@H]1C,CHEMBL4111976,11.0,11.0
CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@@H]1C,CHEMBL4110164,14.0,14.0
CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@@H]2CCO2)C3=O)C[C@@H]1C,CHEMBL3967706,9.0,9.0
CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CCC2COC2)C3=O)C[C@@H]1C,CHEMBL4106537,6.0,6.0
CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@@H]2COCCO2)C3=O)C[C@@H]1C,CHEMBL4108178,5.0,5.0
CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@H]2COCCO2)C3=O)C[C@@H]1C,CHEMBL3980437,8.0,8.0
CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2(F)CCOCC2)C3=O)C[C@@H]1C,CHEMBL4109090,12.0,12.0
CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(Cc2ccncn2)C3=O)C[C@@H]1C,CHEMBL4111446,5.0,5.0
CC[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@H](C)[C@H]1OC,CHEMBL3957841,9.0,9.0
CO[C@H]1CC[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2COCCO2)C3=O)C[C@@H]1C,CHEMBL3921692,6.0,6.0
C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1,CHEMBL3658608,47.3,47.3
C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)O1,CHEMBL3658609,27.0,27.0
CC1=C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1,CHEMBL3658616,97.0,97.0
C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(OC)cn3)ccc2F)N=C(N)O1,CHEMBL3658610,30000.0,30000.0
C=C1C[C@@](C)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)O1,CHEMBL3658611,30000.0,30000.0
C=C1C[C@@](C)(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)N=C(N)O1,CHEMBL3658612,30000.0,30000.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2Cl)CCOC(N)=N1,CHEMBL3658613,30000.0,30000.0
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CCOC(N)=N3)c2)cn1,CHEMBL3658614,30000.0,30000.0
C[C@@]1(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)CCOC(N)=N1,CHEMBL3658615,30000.0,30000.0
CC#Cc1cncc(-c2csc([C@]3(C)CCOC(N)=N3)c2)c1,CHEMBL3658617,30000.0,30000.0
CC1=C[C@@](C)(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)N=C(N)O1,CHEMBL3658618,30000.0,30000.0
CC1=C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)O1,CHEMBL3639574,30000.0,30000.0
CC1=C[C@@](C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)N=C(N)O1,CHEMBL3658619,30000.0,30000.0
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=C(C)OC(N)=N3)c2)cn1,CHEMBL3658620,30000.0,30000.0
CC1=C[C@@](C)(c2cc(NC(=O)c3ncc(C#N)cc3F)ccc2F)N=C(N)O1,CHEMBL3658621,30000.0,30000.0
CC1=N[C@@]2(N=C1N)c1cc(OCC(C)C)ccc1C[C@]21CC[C@@H](O)CC1,CHEMBL3672685,13.0,13.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)(F)F)cc1C21N=C(C)C(N)=N1,CHEMBL3913265,5000.0,5000.0
CC1=NC2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,CHEMBL3672687,6.7,6.7
CC1=N[C@@]2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,CHEMBL3672688,270.0,270.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CCC3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3891777,4.2,4.2
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CCC3)cc1[C@]21N=C(C)C(N)=N1,CHEMBL4112651,2.7,2.7
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3893021,4.7,4.7
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1[C@]21N=C(C)C(N)=N1,CHEMBL4110988,1.1,1.1
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3898248,4.7,4.7
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1[C@]21N=C(C)C(N)=N1,CHEMBL4108386,1600.0,1600.0
CC1=N[C@]2(N=C1N)c1cc(OCCCF)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,CHEMBL3672695,3.0,3.0
CC1=N[C@@]2(N=C1N)c1cc(OCCCF)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,CHEMBL3672696,2900.0,2900.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)F)cc1C21N=C(C)C(N)=N1,CHEMBL3899321,6.7,6.7
CC1=N[C@]2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](O)CC1,CHEMBL3672698,3.2,3.2
CC1=N[C@@]2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](O)CC1,CHEMBL3672699,780.0,780.0
CC1=NC2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](OC(C)C)CC1,CHEMBL3959439,3700.0,3700.0
CC1=NC2(N=C1N)c1cc(OCCCF)ccc1C[C@]21CC[C@@H](OC(C)C)CC1,CHEMBL3984088,250.0,250.0
CC[C@@H](C)Oc1ccc2c(c1)C1(N=C(C)C(N)=N1)[C@]1(CC[C@H](OC)CC1)C2,CHEMBL3672702,89.0,89.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(O)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3891320,1300.0,1300.0
CC#Cc1cncc(-c2ccc3c(c2)[C@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](O)CC2)C3)c1,CHEMBL3672704,6530.0,6530.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(C)c(Br)cc1C21N=C(C)C(N)=N1,CHEMBL3928706,1659.0,1659.0
CC#Cc1cncc(-c2cc3c(cc2C)C[C@]2(CC[C@@H](OC)CC2)C32N=C(C)C(N)=N2)c1,CHEMBL3913223,15.0,15.0
[C-]#[N+]c1cc(Cl)cc(-c2cc3c(cc2C)C[C@]2(CC[C@@H](OC)CC2)C32N=C(C)C(N)=N2)c1,CHEMBL3937729,24.0,24.0
COC1CCC2(CC1)Cc1cc(F)c(Br)cc1C21N=C(C)C(N)=N1,CHEMBL3672708,516.0,516.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,CHEMBL3947671,23.0,23.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3902640,2.4,2.4
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1,CHEMBL4113193,4300.0,4300.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cncc(Cl)c3)cc1C21N=C(C)C(N)=N1,CHEMBL3969309,36.0,36.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,CHEMBL3943188,23.0,23.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3916194,13.0,13.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1,CHEMBL4111344,5000.0,5000.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(OCCCF)cc1C21N=C(C)C(N)=N1,CHEMBL3925196,39.0,39.0
CC1=NC2(N=C1N)c1cc(Br)ccc1CCC21CC1,CHEMBL3672717,4870.0,4870.0
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,CHEMBL3672718,79.0,79.0
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(F)c3)ccc1CCC21CC1,CHEMBL3672719,130.0,130.0
CC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1CCC21CC1,CHEMBL3672720,30.0,30.0
CO[C@H]1CC[C@@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1,CHEMBL3672721,411.0,411.0
CO[C@H]1CC[C@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1,CHEMBL3672722,8920.0,8920.0
COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1,CHEMBL3672723,5.0,5.0
COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,CHEMBL3672724,587.0,587.0
CO[C@H]1CC[C@@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1,CHEMBL3672725,14.0,14.0
CO[C@H]1CC[C@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1,CHEMBL3672726,333.0,333.0
CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,CHEMBL3672727,212.0,212.0
CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1,CHEMBL3672728,19.0,19.0
CC1=NC2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1CCC21CC1,CHEMBL3672729,15.0,15.0
COC1CCC2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,CHEMBL3672730,5.7,5.7
CO[C@H]1CC[C@@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,CHEMBL3672731,392.0,392.0
CO[C@H]1CC[C@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,CHEMBL3672732,3.6,3.6
CO[C@H]1CC[C@@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3[C@@]23N=C(C)C(N)=N3)CC1,CHEMBL3672733,5000.0,5000.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3(C)CC3)cc1C21N=C(C)C(N)=N1,CHEMBL3915935,18.0,18.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC(F)(F)C3)cc1C21N=C(C)C(N)=N1,CHEMBL3891403,50.0,50.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(C)C(N)=N1,CHEMBL3923244,7.4,7.4
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3937398,3.7,3.7
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@]21N=C(C)C(N)=N1,CHEMBL4112540,5000.0,5000.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3(F)F)cc1C21N=C(C)C(N)=N1,CHEMBL3905816,13.0,13.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3927449,4.5,4.5
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1[C@]21N=C(C)C(N)=N1,CHEMBL4111911,4900.0,4900.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC3CC3)cc1C21N=C(C)C(N)=N1,CHEMBL3939963,3.7,3.7
C[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CCC(F)(F)F)C3=O)C[C@H](C)[C@H]1O,CHEMBL4112416,14.6,14.6
C[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@H](C)[C@H]1O,CHEMBL4108077,10.3,10.3
C[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)Cl)C3=O)C[C@H](C)[C@H]1O,CHEMBL4108836,3.0,3.0
C[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2(F)CCOCC2)C3=O)C[C@H](C)[C@H]1O,CHEMBL4113868,2.7,2.7
C[C@@H]1C[C@@]2(Cc3ccc(-c4cncnc4)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@H](C)[C@H]1O,CHEMBL4112809,2.6,2.6
C[C@@H]1C[C@@]2(Cc3ccc(NC(=O)C(C)(C)F)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@H](C)[C@H]1O,CHEMBL4114265,6.3,6.3
CC[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@H](C)[C@H]1O,CHEMBL3893067,3.4,3.4
CC[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2COCCO2)C3=O)C[C@H](C)[C@H]1O,CHEMBL3929995,1.9,1.9
CC[C@@H]1C[C@]2(CC[C@H]1O)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC(C)(C)F)C1=O,CHEMBL4109880,10.7,10.7
C[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2CC2)C3=O)C[C@H](C)[C@H]1O,CHEMBL4107914,10.6,10.6
C[C@@H]1CC2(Cc3ccc(Cl)cc3[C@]23N=C(N)N(Cc2ncccn2)C3=O)C[C@H](C)[C@H]1O,CHEMBL4109077,14.6,14.6
C[C@H]1C[C@@]2(CC[C@@H]1O)Cc1ccc(-c3cccnc3)cc1[C@]21N=C(N)N(Cc2ncccn2)C1=O,CHEMBL3921904,6.8,6.8
C[C@H]1C[C@@]2(CC[C@@H]1O)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC2CC(F)(F)C2)C1=O,CHEMBL3953596,8.7,8.7
C[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2CC(F)(F)C2)C3=O)C[C@H](C)[C@H]1O,CHEMBL4110323,4.5,4.5
C[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CCc2ccncc2)C3=O)C[C@H](C)[C@H]1O,CHEMBL4111013,9.7,9.7
Cc1cc(CN2C(=O)[C@]3(N=C2N)c2cc(C#N)ccc2C[C@@]32C[C@@H](C)[C@H](O)[C@@H](C)C2)ccn1,CHEMBL4111730,9.4,9.4
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@@]2(F)CS1,CHEMBL3672941,15.6,15.6
COc1cnc(C(=O)Nc2ccc(F)c([C@]34COC[C@@]3(F)CSC(N)=N4)c2)cn1,CHEMBL3672942,13.2,13.2
[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@]34COC[C@@]3(F)CSC(N)=N4)c2)nc1,CHEMBL3672943,6.66,6.66
[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@]34COC[C@@]3(F)COC(N)=N4)c2)nc1,CHEMBL3672944,45.0,45.0
NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCC5(F)CC5)cn4)ccc3F)COC[C@@]2(F)CO1,CHEMBL3672945,25.7,25.7
COc1cc(F)c(C23CO[C@@H](COCc4ccccc4)C[C@H]2CSC(N)=N3)cc1C#N,CHEMBL3673187,1220.0,1220.0
N#Cc1cc(C23CO[C@@H](COCc4ccccc4)C[C@H]2CSC(N)=N3)c(F)cc1F,CHEMBL3673188,445.0,445.0
N#Cc1cc(C23CO[C@@H](CO)C[C@H]2CSC(N)=N3)c(F)cc1F,CHEMBL3673189,5550.0,5550.0
N#Cc1cc(C23CO[C@@H](CF)C[C@H]2CSC(N)=N3)c(F)cc1F,CHEMBL3673190,854.0,854.0
COC[C@H]1C[C@H]2CSC(N)=NC2(c2cc(C#N)c(F)cc2F)CO1,CHEMBL3673191,320.0,320.0
C[C@H]1C[C@H]2CSC(N)=NC2(c2cc(C#N)ccc2Cl)CO1,CHEMBL3673192,2330.0,2330.0
C[C@H]1C[C@H]2CSC(N)=NC2(c2cccc(C#N)c2)CO1,CHEMBL3673193,1780.0,1780.0
NC1=N[C@@]2(c3cc(CNCC(F)(F)F)c(F)cc3F)CO[C@@H](CF)C[C@H]2CS1,CHEMBL3673194,76.0,76.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(CNCC(F)(F)F)c(F)cc2F)CO1,CHEMBL3673195,76.0,76.0
Cc1cc([C@H]2C[C@H]3CSC(N)=NC3(c3cc(C#N)ccc3F)CO2)on1,CHEMBL3673196,64.0,64.0
Cc1coc([C@H]2C[C@H]3CSC(N)=NC3(c3cc(C#N)ccc3F)CO2)n1,CHEMBL3673197,107.0,107.0
Cn1cc([C@H]2C[C@H]3CSC(N)=NC3(c3cc(C#N)ccc3F)CO2)cn1,CHEMBL3673198,60.0,60.0
N#Cc1ccc(F)c(C23CO[C@@H](C4CC4)C[C@H]2CSC(N)=N3)c1,CHEMBL3673199,342.0,342.0
C[C@H]1C[C@H]2CSC(N)=NC2(c2cc(C#N)ccc2F)CO1,CHEMBL3673200,967.0,967.0
NC1=N[C@@]2(c3cc(CNCC(F)(F)F)ccc3F)CO[C@@H](CF)C[C@H]2CS1,CHEMBL3673201,376.0,376.0
Cn1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3cc(CNCC(F)(F)F)ccc3F)CO2)cn1,CHEMBL3673202,19.0,19.0
Cc1cc([C@H]2C[C@H]3[C@@H](C)SC(N)=NC3(c3cc(C#N)ccc3F)CO2)on1,CHEMBL3673203,82.0,82.0
COC[C@@H](C)NCc1ccc(F)c([C@]23CO[C@@H](c4cnn(C)c4)C[C@H]2CSC(N)=N3)c1,CHEMBL3673204,36.0,36.0
C[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@@]2(c2cc(CNCC(F)(F)F)ccc2F)CO1,CHEMBL3673205,150.0,150.0
C[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@@]2(c2cc(CNCC(F)(F)F)c(F)cc2F)CO1,CHEMBL3673206,68.0,68.0
COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N2CCON=C21,CHEMBL3673207,1.1,1.1
COC1CCC2(CC1)Cc1ccc(-c3cccc(OC(F)(F)F)c3)cc1C21N=C(N)N2CCON=C21,CHEMBL3673208,2.19,2.19
COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N2CCCN=C21,CHEMBL3673209,9.5,9.5
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N2CCCN=C21,CHEMBL3673210,29.0,29.0
COC1CCC2(CC1)Cc1ccc(-c3cccnc3)cc1C21N=C(N)N2CCCN=C21,CHEMBL3673211,14.0,14.0
COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N2CC(F)(F)CN=C21,CHEMBL3673212,5.0,5.0
COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N2CC(C)(C)CN=C21,CHEMBL3673213,2816.0,2816.0
CCC1CN=C2N(C1)C(N)=NC21c2cc(-c3cc(F)cc(Cl)c3)ccc2CC12CCC(OC)CC2,CHEMBL3673214,7.5,7.5
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N2CC(F)(F)CN=C21,CHEMBL3673215,16.3,16.3
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N2CC3(CC3)CN=C21,CHEMBL3673216,733.0,733.0
COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)N2CC3(CC3)CN=C21,CHEMBL3673217,242.0,242.0
COc1ccc2c(c1)C1(N=C(N)N3C(C(F)(F)F)CCCC31)C1(CCC(OC)CC1)C2,CHEMBL3673218,50000.0,50000.0
COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)c2ccccc21,CHEMBL3673219,55.0,55.0
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2ccccc21,CHEMBL3673220,14.5,14.5
COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)c2ccccc21,CHEMBL3673221,6.0,6.0
COC1CCC2(CC1)Cc1ccc(-c3cncc(C(F)(F)F)c3)cc1C21N=C(N)c2ccccc21,CHEMBL3673222,47.0,47.0
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2ccc(C#N)cc21,CHEMBL3673223,3.6,3.6
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2ccc(C#N)cc21,CHEMBL3911056,4.6,4.6
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1[C@]21N=C(N)c2ccc(C#N)cc21,CHEMBL4110087,5.9,5.9
COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)c2ccc(C#N)cc21,CHEMBL3673225,20.0,20.0
COC1CCC2(CC1)Oc1ccc(C#CC3CC3)cc1C21N=C(N)c2ccccc21,CHEMBL3673226,74.0,74.0
COC1CCC2(CC1)Oc1ccc(Cl)cc1C21N=C(N)c2ccccc21,CHEMBL3673227,413.0,413.0
COC1CCC2(CC1)Oc1ccc(Cl)cc1C21N=C(N)c2ccc(C#N)cc21,CHEMBL3673228,83.0,83.0
COc1ccc2c(c1)C1(N=C2N)c2cc(Br)ccc2CC12CCC(OC)CC2,CHEMBL3673229,1428.0,1428.0
COc1ccc2c(c1)C1(N=C2N)c2cc(C#CC3CC3)ccc2CC12CCC(OC)CC2,CHEMBL3673230,35.0,35.0
COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)c2ccc(C(F)(F)F)cc21,CHEMBL3673231,65.0,65.0
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2ccc(C(F)(F)F)cc21,CHEMBL3673232,6.5,6.5
COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(N)c2ccccc21,CHEMBL3673233,13.0,13.0
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2c(F)cccc21,CHEMBL3673234,5.0,5.0
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)c2c(F)cccc21,CHEMBL3673235,13.0,13.0
COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)c2cc(C#N)ccc21,CHEMBL3673236,24.8,24.8
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2cc(C#N)ccc21,CHEMBL3673237,4.09,4.09
CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,CHEMBL4111029,1900.0,1900.0
C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL3961031,1000.0,1000.0
C#CCOc1cnc(C(=O)Nc2cccc(C3(C(F)(F)F)CCSC(N)=N3)c2)cn1,CHEMBL3913362,1000.0,1000.0
C=C1C[C@@](C)(c2cncc(NC(=O)c3ccc(C#N)cn3)c2)N=C(N)S1,CHEMBL3940114,1000.0,1000.0
C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)cnc2C)N=C(N)S1,CHEMBL3924587,1000.0,1000.0
C/C(CN(C)C)=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL3948890,1000.0,1000.0
C/C(CN1CCCC1)=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL3897618,1000.0,1000.0
C/C(CN1CCC(F)(F)C1)=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL3925706,1000.0,1000.0
C/C(CN1CCOCC1)=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL3903105,1000.0,1000.0
C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)cnc2Cl)N=C(N)S1,CHEMBL3983670,1000.0,1000.0
C/C(=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1)C(F)F,CHEMBL3985821,1000.0,1000.0
C/C(CO)=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL3961308,1000.0,1000.0
C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3F)ccc2F)C=CSC(N)=N1,CHEMBL3917824,1000.0,1000.0
C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cn3)ccc2F)C=CSC(N)=N1,CHEMBL3977985,1000.0,1000.0
C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cn3)ccc2F)C=CSC(N)=N1,CHEMBL3899971,1000.0,1000.0
C[C@@]1(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)C=CSC(N)=N1,CHEMBL3971989,1000.0,1000.0
Cc1ncn(-c2cnc(C(=O)Nc3ccc(F)c([C@]4(C)C=CSC(N)=N4)c3)cn2)n1,CHEMBL3931014,1000.0,1000.0
NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(NC(=O)c3ncc(Cl)cc3Cl)c2)CS1,CHEMBL3908167,1000.0,1000.0
CC(C)(O)/C=C1/C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL3911592,1000.0,1000.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C/C(=C/CO)SC(N)=N1,CHEMBL3986758,1000.0,1000.0
C=C1C[C@@](C)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)S1,CHEMBL3917025,1000.0,1000.0
NC1=NC(c2cccc(NC(=O)c3ncc(Cl)cc3Cl)c2)(C(F)(F)F)CCS1,CHEMBL3985304,1000.0,1000.0
